Anno di censimento;Eta;Genere;Numerosita
2001;23;Uomini;6449
2001;24;Uomini;7063
2001;25;Uomini;7702
2001;26;Uomini;8853
2001;27;Uomini;9788
2001;28;Uomini;10266
2001;29;Uomini;10500
2001;30;Uomini;10883
2001;31;Uomini;10887
2001;32;Uomini;11095
2001;33;Uomini;10871
2001;34;Uomini;10755
2001;35;Uomini;11134
2001;36;Uomini;10988
2001;37;Uomini;10712
2001;38;Uomini;9869
2001;39;Uomini;9358
2001;40;Uomini;9276
2001;41;Uomini;8905
2001;42;Uomini;8411
2001;43;Uomini;8256
2001;44;Uomini;7903
2001;45;Uomini;7895
2001;46;Uomini;7344
2001;47;Uomini;7374
2001;48;Uomini;7164
2001;49;Uomini;7108
2001;50;Uomini;7123
2001;51;Uomini;7314
2001;52;Uomini;7707
2001;53;Uomini;8174
2001;54;Uomini;8546
2001;55;Uomini;8928
2001;56;Uomini;7162
2001;57;Uomini;7756
2001;58;Uomini;7738
2001;59;Uomini;7778
2001;60;Uomini;8390
2001;61;Uomini;8932
2001;62;Uomini;8853
2001;63;Uomini;8596
2001;64;Uomini;7740
2001;65;Uomini;7399
2001;66;Uomini;7522
2001;67;Uomini;7379
2001;68;Uomini;6915
2001;69;Uomini;6902
2001;70;Uomini;6901
2001;71;Uomini;6762
2001;72;Uomini;6105
2001;73;Uomini;5857
2001;74;Uomini;5457
2001;75;Uomini;4937
2001;76;Uomini;4557
2001;77;Uomini;4549
2001;78;Uomini;4169
2001;79;Uomini;3957
2001;80;Uomini;3601
2001;81;Uomini;3331
2001;82;Uomini;1598
2001;83;Uomini;1377
2001;84;Uomini;1354
2001;85;Uomini;1466
2001;86;Uomini;1602
2001;87;Uomini;1407
2001;88;Uomini;1201
2001;89;Uomini;942
2001;90;Uomini;807
2001;91;Uomini;605
2001;92;Uomini;372
2001;93;Uomini;264
2001;94;Uomini;152
2001;95;Uomini;120
2001;96;Uomini;83
2001;97;Uomini;64
2001;98;Uomini;32
2001;99;Uomini;20
2001;100 e più;Uomini;26
2011;0;Donne;5235
2011;1;Donne;5319
2011;2;Donne;5458
2011;3;Donne;5492
2011;4;Donne;5371
2011;5;Donne;5270
2011;6;Donne;5218
2011;7;Donne;5124
2011;8;Donne;5098
2011;9;Donne;5003
2011;10;Donne;4983
2011;11;Donne;4918
2011;12;Donne;4563
2011;13;Donne;4611
2011;14;Donne;4651
2011;15;Donne;4531
2011;16;Donne;4445
2011;17;Donne;4525
2011;18;Donne;4605
2011;19;Donne;4643
2011;20;Donne;4710
2011;21;Donne;4804
2011;22;Donne;4894
2011;23;Donne;5053
2011;24;Donne;4978
2011;25;Donne;5208
2011;26;Donne;5601
2011;27;Donne;6025
2011;28;Donne;6452
2011;29;Donne;7087
2011;30;Donne;7070
2011;31;Donne;7259
2011;32;Donne;7774
2011;33;Donne;7976
2011;34;Donne;8570
2011;35;Donne;9003
2011;36;Donne;9811
2011;37;Donne;10361
2011;38;Donne;10670
2011;39;Donne;10897
2011;40;Donne;10996
2011;41;Donne;10743
2011;42;Donne;10845
2011;43;Donne;10857
2011;44;Donne;10763
2011;45;Donne;10935
2011;46;Donne;10919
2011;47;Donne;10738
2011;48;Donne;10198
2011;49;Donne;9673
2011;50;Donne;9304
2011;51;Donne;9259
2011;52;Donne;8732
2011;53;Donne;8390
2011;54;Donne;8399
2011;55;Donne;8159
2011;56;Donne;7917
2011;57;Donne;7688
2011;58;Donne;7465
2011;59;Donne;7588
2011;60;Donne;7597
2011;61;Donne;7894
2011;62;Donne;8173
2011;63;Donne;8743
2011;64;Donne;9267
2011;65;Donne;9069
2011;66;Donne;7404
2011;67;Donne;8167
2011;68;Donne;8016
2011;69;Donne;8159
2011;70;Donne;8841
2011;71;Donne;9297
2011;72;Donne;9277
2011;73;Donne;8892
2011;74;Donne;8232
2011;75;Donne;7940
2011;76;Donne;8024
2011;77;Donne;7695
2011;78;Donne;7317
2011;79;Donne;7238
2011;80;Donne;7152
2011;81;Donne;6954
2011;82;Donne;6277
2011;83;Donne;5746
2011;84;Donne;5249
2011;85;Donne;4863
2011;86;Donne;4536
2011;87;Donne;4155
2011;88;Donne;3686
2011;89;Donne;3454
2011;90-94;Donne;7877
2011;95-99;Donne;2686
2011;100 e più;Donne;434
2011;0;Uomini;5553
2011;1;Uomini;5638
2011;2;Uomini;5751
2011;3;Uomini;5883
2011;4;Uomini;5715
2011;5;Uomini;5631
2011;6;Uomini;5589
2011;7;Uomini;5459
2011;8;Uomini;5653
2011;9;Uomini;5400
2011;10;Uomini;5211
2011;11;Uomini;5119
2011;12;Uomini;5019
2011;13;Uomini;5070
2011;14;Uomini;4950
2011;15;Uomini;4922
2011;16;Uomini;4768
2011;17;Uomini;4951
2011;18;Uomini;5005
2011;19;Uomini;5018
2011;20;Uomini;5103
2011;21;Uomini;5223
2011;22;Uomini;5259
2011;23;Uomini;5273
2011;24;Uomini;5066
2011;25;Uomini;5306
2011;26;Uomini;5595
2011;27;Uomini;5965
2011;28;Uomini;6381
2011;29;Uomini;6825
2011;30;Uomini;6961
2011;31;Uomini;7215
2011;32;Uomini;7533
2011;33;Uomini;7941
2011;34;Uomini;8077
2011;35;Uomini;8627
2011;36;Uomini;9299
2011;37;Uomini;10015
2011;38;Uomini;10196
2011;39;Uomini;10182
2011;40;Uomini;10460
2011;41;Uomini;10315
2011;42;Uomini;10516
2011;43;Uomini;10300
2011;44;Uomini;10147
2011;45;Uomini;10601
2011;46;Uomini;10408
2011;47;Uomini;10056
2011;48;Uomini;9309
2011;49;Uomini;8925
2011;50;Uomini;8691
2011;51;Uomini;8342
2011;52;Uomini;7923
2011;53;Uomini;7803
2011;54;Uomini;7457
2011;55;Uomini;7317
2011;56;Uomini;6891
2011;57;Uomini;6791
2011;58;Uomini;6598
2011;59;Uomini;6460
2011;60;Uomini;6354
2011;61;Uomini;6385
2011;62;Uomini;6735
2011;63;Uomini;6987
2011;64;Uomini;7391
2011;65;Uomini;7469
2011;66;Uomini;5970
2011;67;Uomini;6429
2011;68;Uomini;6366
2011;69;Uomini;6288
2011;70;Uomini;6798
2011;71;Uomini;7189
2011;72;Uomini;6994
2011;73;Uomini;6856
2011;74;Uomini;6012
2011;75;Uomini;5524
2011;76;Uomini;5567
2011;77;Uomini;5328
2011;78;Uomini;4951
2011;79;Uomini;4760
2011;80;Uomini;4490
2011;81;Uomini;4256
2011;82;Uomini;3608
2011;83;Uomini;3302
2011;84;Uomini;2794
2011;85;Uomini;2397
2011;86;Uomini;2036
2011;87;Uomini;1904
2011;88;Uomini;1592
2011;89;Uomini;1272
2011;90-94;Uomini;2683
2011;95-99;Uomini;574
2011;100 e più;Uomini;60
